-11.2484,-26.2391,85.8746,4.55497,-12.9417,-0.0395929,8.47179,3.74515,3.13866
-11.2509,-26.2411,85.8784,4.55502,-12.9421,-0.0395086,8.47179,3.74514,3.13862
-11.7065,-25.83,85.5541,4.56287,-12.934,-0.0381281,8.47179,3.74515,3.13866
-11.4545,-26.4164,86.391,4.54824,-12.9366,-0.0417057,8.46428,3.7551,3.14696
-11.452,-26.4145,85.9387,4.55384,-12.9307,-0.0359314,8.47179,3.74515,3.13866
-11.709,-26.241,85.686,4.54486,-12.9257,-0.0446346,8.47179,3.74514,3.13861
-11.3502,-26.356,86.2591,4.5369,-12.9395,-0.0403266,8.47179,3.74515,3.13866
-11.4036,-26.1242,85.8783,4.53808,-12.9312,-0.0373103,8.47179,3.74514,3.13861
-11.7574,-25.8885,85.7464,4.53464,-12.9329,-0.0403263,8.47179,3.74515,3.13866
-11.3527,-26.3579,85.8142,4.53921,-12.9279,-0.0409725,8.47179,3.74514,3.13861
-11.3502,-26.2976,86.0668,4.53803,-12.934,-0.0381292,8.47179,3.74515,3.13866
-11.5563,-26.4163,85.8143,4.53921,-12.9323,-0.0402398,8.47179,3.74514,3.13861
-11.452,-26.2392,86.0668,4.54255,-12.9351,-0.0381294,8.47179,3.74515,3.13866
-11.4545,-26.5916,86.1988,4.54599,-12.9366,-0.0358453,8.47179,3.74514,3.13861
-11.3502,-26.2976,85.9387,4.55045,-12.9406,-0.0381292,8.47179,3.74515,3.13866
-10.9455,-26.1241,86.0706,4.54824,-12.9344,-0.0387751,8.47179,3.74514,3.13861
-11.6047,-26.1223,85.6823,4.55722,-12.934,-0.0410588,8.47179,3.74515,3.13866
-11.4037,-26.5916,86.2628,4.55163,-12.9388,-0.0417049,8.47179,3.74514,3.13861
-11.2483,-26.0639,85.8106,4.55158,-12.9384,-0.0410588,8.47179,3.74515,3.13866
-11.2509,-26.0656,86.0064,4.54824,-12.929,-0.0417048,8.47179,3.74514,3.13861
-11.6046,-26.1224,85.6183,4.5448,-12.9329,-0.0381294,8.46428,3.75511,3.147
-11.1492,-26.2409,86.0064,4.53695,-12.9312,-0.0365777,8.47179,3.74514,3.13862
-10.9429,-26.0055,86.0029,4.54142,-12.9329,-0.0417911,8.47179,3.74515,3.13866
-11.3019,-26.2409,85.4937,4.53921,-12.9323,-0.0373107,8.47179,3.74514,3.13862
-11.1465,-26.4146,85.2338,4.53916,-12.9307,-0.0388611,8.47179,3.74515,3.13866
-11.4036,-26.2409,85.4296,4.5426,-12.9323,-0.0387756,8.47179,3.74514,3.13862
-11.1974,-26.1808,85.2979,4.54593,-12.9406,-0.0395935,8.47179,3.74515,3.13866
-11.6581,-26.3578,85.8141,4.54712,-12.9344,-0.04317,8.47179,3.74514,3.13862
-11.2993,-26.2977,86.1311,4.55158,-12.9406,-0.0373967,8.47179,3.74515,3.13866
-11.4036,-26.3578,86.1346,4.55163,-12.9388,-0.0409722,8.47179,3.74514,3.13862
-11.452,-26.2977,85.9388,4.55271,-12.934,-0.0366647,8.47179,3.74515,3.13866
-11.4036,-26.3578,85.9423,4.5505,-12.9355,-0.039507,8.47179,3.74514,3.13862
-11.6556,-25.9471,85.8107,4.55045,-12.934,-0.0403269,8.47179,3.74515,3.13866
-11.3527,-26.5915,86.1345,4.54147,-12.9366,-0.0439014,8.47179,3.74514,3.13862
-11.452,-26.2978,86.067,4.53916,-12.9351,-0.0373978,8.47179,3.74515,3.13866
-11.4036,-26.1824,85.8141,4.53808,-12.9301,-0.0380416,8.47179,3.74514,3.13862
-11.3502,-26.2978,86.1952,4.53577,-12.9395,-0.0359331,8.47179,3.74515,3.13866
-11.3527,-26.124,85.9423,4.53921,-12.9312,-0.0365766,8.47179,3.74514,3.13862
-11.2484,-26.1224,86.1311,4.54029,-12.9274,-0.0366655,8.47179,3.74515,3.13866
-11.6072,-26.1824,85.8782,4.54599,-12.9323,-0.0395062,8.47179,3.74514,3.13862
-11.4011,-26.6484,86.0029,4.54254,-12.9329,-0.0403278,8.47179,3.74515,3.13866
-11.3018,-26.2409,86.3268,4.54825,-12.9355,-0.0387739,8.47179,3.74514,3.13862
-11.2993,-26.1808,86.067,4.54932,-12.9351,-0.0366657,8.47179,3.74515,3.13866
-11.3527,-26.2409,86.0705,4.55276,-12.9377,-0.0380413,8.47179,3.74514,3.13862
-11.3502,-26.3562,86.067,4.55045,-12.9362,-0.0381306,8.47179,3.74515,3.13866
-11.2509,-26.3578,86.0705,4.54937,-12.9377,-0.0358441,8.47179,3.74514,3.13862
-11.4011,-26.3562,85.9388,4.55158,-12.934,-0.0403275,8.47179,3.74515,3.13866
-11.6581,-26.0656,85.4296,4.54147,-12.9301,-0.0395065,8.47179,3.74514,3.13862
-11.2484,-26.3561,86.0669,4.53803,-12.9362,-0.0417922,8.47179,3.74515,3.13866
-11.2509,-26.2409,86.1987,4.53695,-12.9399,-0.0373096,8.47179,3.74514,3.13862
-11.6556,-25.9471,85.4902,4.54254,-12.9318,-0.0403269,8.47179,3.74515,3.13866
-11.6581,-26.5915,86.1345,4.53808,-12.9355,-0.0395071,8.47179,3.74514,3.13862
-11.3502,-26.2977,85.8748,4.54141,-12.9307,-0.0403268,8.47179,3.74515,3.13866
-11.3018,-26.1824,85.75,4.53921,-12.9279,-0.0365776,8.47179,3.74514,3.13862
-11.2993,-26.064,85.2339,4.54593,-12.934,-0.0381293,8.47179,3.74515,3.13866
-11.4036,-26.124,85.9422,4.54938,-12.9312,-0.0417045,8.47179,3.74514,3.13862
-11.452,-26.4146,85.3622,4.55271,-12.9329,-0.0388621,8.47179,3.74515,3.13866
-11.3018,-26.0656,85.5576,4.55051,-12.9377,-0.0409718,8.47179,3.74514,3.13862
-11.452,-26.4146,85.7467,4.55383,-12.9384,-0.0388623,8.47179,3.74033,3.1444
-11.3527,-26.3578,86.0703,4.54825,-12.9432,-0.0395068,8.47179,3.74514,3.13862
-11.5538,-26.4146,86.1953,4.54367,-12.9406,-0.0410595,8.47179,3.74515,3.13866
-11.3527,-26.2409,86.0703,4.5426,-12.9399,-0.0380422,8.46428,3.7551,3.14696
-11.3502,-26.2392,85.9389,4.52899,-12.934,-0.0395944,8.47179,3.74515,3.13866
-11.4036,-26.1825,85.6217,4.53018,-12.9312,-0.0387748,8.47179,3.74514,3.13862
-11.7574,-26.1224,85.6826,4.5369,-12.9296,-0.0388619,8.47179,3.74515,3.13866
-11.4036,-26.2409,86.1344,4.54034,-12.9323,-0.03731,8.46428,3.7551,3.14696
-11.401,-26.2977,85.939,4.54593,-12.9263,-0.037397,8.47179,3.74515,3.13866
-11.3018,-26.2994,86.2626,4.55163,-12.9246,-0.0387748,8.47179,3.74514,3.13861
-11.4519,-26.2977,85.939,4.55383,-12.9252,-0.0381295,8.47179,3.74515,3.13866
-11.4037,-26.2409,86.0062,4.54938,-12.9268,-0.0365776,8.47179,3.74514,3.13861
-11.401,-26.2977,85.939,4.54254,-12.9263,-0.0366646,8.47179,3.74515,3.13866
-11.6073,-26.4747,86.0703,4.53808,-12.9366,-0.043169,8.47179,3.74514,3.13861
-11.6047,-26.4146,86.3235,4.5369,-12.9373,-0.0359329,8.47179,3.74515,3.13866
-11.5055,-26.2409,86.1344,4.54373,-12.941,-0.0365768,8.47179,3.74514,3.13861
-11.401,-26.2977,85.4263,4.55045,-12.9471,-0.0388625,8.47179,3.74515,3.13866
-11.3018,-26.2409,86.0061,4.55389,-12.9399,-0.036577,8.47179,3.74514,3.13861
-11.2992,-26.2977,85.875,4.54593,-12.9307,-0.0381299,8.47179,3.74515,3.13866
-11.5054,-26.0656,85.8139,4.54147,-12.9246,-0.0395067,8.47179,3.74514,3.13861
-11.4011,-26.1223,85.8109,4.48496,-12.9175,-0.0403272,8.47179,3.74515,3.13866
-11.3018,-25.4812,86.1984,4.40485,-12.9114,-0.0277887,8.47179,3.74032,3.14436
-11.4519,-25.947,85.7468,4.51431,-12.957,-0.0388611,8.47179,3.74033,3.1444
-11.6073,-26.4747,85.4934,4.61938,-12.9751,-0.0387756,8.47179,3.74032,3.14436
-11.7065,-27.1158,86.0031,4.6611,-12.9581,-0.0395935,8.47179,3.74033,3.1444
-11.1492,-26.8839,86.2625,4.61036,-12.9059,-0.0468319,8.47179,3.74032,3.14436
-11.0447,-26.1807,85.8109,4.53802,-12.8582,-0.0395942,8.47179,3.74033,3.1444
-10.9964,-25.7735,85.942,4.50196,-12.8905,-0.0409721,8.47179,3.74032,3.14436
-11.401,-26.0638,85.875,4.48834,-12.9537,-0.038862,8.46428,3.75028,3.15276
-11.6073,-26.4163,86.0061,4.52905,-13.0037,-0.0299861,8.47179,3.74032,3.14436
-11.2992,-26.4145,85.9391,4.5719,-12.9966,-0.0410582,8.47179,3.74033,3.1444
-11.6073,-26.2994,85.6216,4.59341,-12.9312,-0.0424378,8.47179,3.74032,3.14436
-11.0956,-24.7198,86.0032,4.29414,-12.8142,-0.0330021,8.47179,3.74033,3.1444
-11.2,-22.5008,85.5575,3.99158,-12.7938,-0.0182682,8.47179,3.74032,3.14436
-11.7574,-24.1936,85.0419,4.25346,-12.9966,-0.0102967,8.47179,3.7355,3.15013
-12.3199,-27.8189,86.1983,4.82036,-13.175,-0.0497598,8.47179,3.73549,3.15009
-11.7574,-29.2781,85.9392,5.01114,-13.0944,-0.0513143,8.47179,3.7355,3.15013
